"gene_id" "chromosome" "geneStart"
"8255" "ENSG00000143569.14" "chr1" 154192655
"8256" "ENSG00000143570.13" "chr1" 153931575
"8257" "ENSG00000143575.10" "chr1" 154244987
"8258" "ENSG00000143578.11" "chr1" 153940010
"8259" "ENSG00000143590.9" "chr1" 155036224
"8260" "ENSG00000143595.8" "chr1" 154293566
"8261" "ENSG00000143603.14" "chr1" 154669931
"8262" "ENSG00000143612.14" "chr1" 154179182
"8263" "ENSG00000143614.7" "chr1" 153777201
"8264" "ENSG00000143621.12" "chr1" 153634512
"8265" "ENSG00000143622.6" "chr1" 155867599
"8266" "ENSG00000143624.9" "chr1" 153700543
"8267" "ENSG00000143627.13" "chr1" 155259630
"8268" "ENSG00000143630.5" "chr1" 155247374
"8269" "ENSG00000143631.10" "chr1" 152274651
"8270" "ENSG00000143632.10" "chr1" 229566992
"8271" "ENSG00000143633.8" "chr1" 231359509
"8272" "ENSG00000143641.8" "chr1" 230193536
"8273" "ENSG00000143643.8" "chr1" 231041989
"8274" "ENSG00000143653.9" "chr1" 246887349
"8275" "ENSG00000143669.9" "chr1" 235824341
"8276" "ENSG00000143674.6" "chr1" 233463514
"8277" "ENSG00000143702.11" "chr1" 243287730
"8278" "ENSG00000143740.10" "chr1" 227916240
"8279" "ENSG00000143742.8" "chr1" 225965531
"8280" "ENSG00000143748.13" "chr1" 224415036
"8281" "ENSG00000143751.9" "chr1" 226170403
"8282" "ENSG00000143753.8" "chr1" 224363458
"8283" "ENSG00000143756.7" "chr1" 224301789
"8284" "ENSG00000143761.9" "chr1" 228270361
"8285" "ENSG00000143768.7" "chr1" 226124298
"8286" "ENSG00000143771.7" "chr1" 224544552
"8287" "ENSG00000143772.5" "chr1" 226819391
"8288" "ENSG00000143774.12" "chr1" 228327663
"8289" "ENSG00000143776.14" "chr1" 227177566
"8290" "ENSG00000143786.3" "chr1" 224622362
"8291" "ENSG00000143793.8" "chr1" 228288427
"8292" "ENSG00000143797.7" "chr2" 8992820
"8293" "ENSG00000143799.8" "chr1" 226548392
"8294" "ENSG00000143801.12" "chr1" 227057885
"8295" "ENSG00000143811.12" "chr1" 226107578
"8296" "ENSG00000143815.10" "chr1" 225589204
"8297" "ENSG00000143816.7" "chr1" 228106357
"8298" "ENSG00000143819.8" "chr1" 225997794
"8299" "ENSG00000143839.12" "chr1" 204123944
"8300" "ENSG00000143842.10" "chr1" 204042243
"8301" "ENSG00000143845.10" "chr1" 204100190
"8302" "ENSG00000143847.11" "chr1" 202995626
"8303" "ENSG00000143850.8" "chr1" 204187979
"8304" "ENSG00000143851.11" "chr1" 202116141
"8305" "ENSG00000143858.7" "chr1" 202559724
"8306" "ENSG00000143862.3" "chr1" 202102532
"8307" "ENSG00000143867.5" "chr2" 19551246
"8308" "ENSG00000143869.5" "chr2" 20866424
"8309" "ENSG00000143870.8" "chr2" 10923517
"8310" "ENSG00000143878.8" "chr2" 20646835
"8311" "ENSG00000143882.5" "chr2" 10861775
"8312" "ENSG00000143889.11" "chr2" 38789120
"8313" "ENSG00000143891.12" "chr2" 38893052
"8314" "ENSG00000143919.10" "chr2" 44589089
"8315" "ENSG00000143921.6" "chr2" 44066103
"8316" "ENSG00000143924.14" "chr2" 42396490
"8317" "ENSG00000143933.12" "chr2" 47387221
"8318" "ENSG00000143942.4" "chr2" 53994929
"8319" "ENSG00000143947.8" "chr2" 55459039
"8320" "ENSG00000143951.11" "chr2" 63348518
"8321" "ENSG00000143952.15" "chr2" 64119280
"8322" "ENSG00000143954.8" "chr2" 79252812
"8323" "ENSG00000143970.12" "chr2" 25956622
"8324" "ENSG00000143971.7" "chr2" 67624451
"8325" "ENSG00000143977.9" "chr2" 70508494
"8326" "ENSG00000143994.9" "chr2" 27346682
"8327" "ENSG00000143995.15" "chr2" 66660584
"8328" "ENSG00000144015.4" "chr2" 96257766
"8329" "ENSG00000144021.2" "chr2" 96931870
"8330" "ENSG00000144026.7" "chr2" 95813075
"8331" "ENSG00000144028.10" "chr2" 96940074
"8332" "ENSG00000144029.7" "chr2" 95752952
"8333" "ENSG00000144031.7" "chr2" 71205510
"8334" "ENSG00000144034.10" "chr2" 73956231
"8335" "ENSG00000144035.3" "chr2" 73867959
"8336" "ENSG00000144036.10" "chr2" 72403113
"8337" "ENSG00000144040.8" "chr2" 73169165
"8338" "ENSG00000144043.7" "chr2" 71213068
"8339" "ENSG00000144045.9" "chr2" 74745258
"8340" "ENSG00000144048.6" "chr2" 73989311
"8341" "ENSG00000144057.11" "chr2" 107418056
"8342" "ENSG00000144061.8" "chr2" 110879888
"8343" "ENSG00000144063.3" "chr2" 110841447
"8344" "ENSG00000144115.12" "chr2" 88469835
"8345" "ENSG00000144118.9" "chr2" 120997640
"8346" "ENSG00000144119.3" "chr2" 119913819
"8347" "ENSG00000144120.8" "chr2" 120436743
"8348" "ENSG00000144130.7" "chr2" 113479063
"8349" "ENSG00000144134.14" "chr2" 114384806
"8350" "ENSG00000144136.6" "chr2" 113403434
"8351" "ENSG00000144152.8" "chr2" 112895962
"8352" "ENSG00000144161.8" "chr2" 112969102
"8353" "ENSG00000144182.12" "chr2" 99771418
"8354" "ENSG00000144191.7" "chr2" 98962618
"8355" "ENSG00000144199.7" "chr2" 97749320
"8356" "ENSG00000144214.5" "chr2" 99900701
"8357" "ENSG00000144218.14" "chr2" 100162323
"8358" "ENSG00000144224.12" "chr2" 136499189
"8359" "ENSG00000144227.4" "chr2" 139428342
"8360" "ENSG00000144228.4" "chr2" 139259371
"8361" "ENSG00000144229.7" "chr2" 137523115
"8362" "ENSG00000144230.12" "chr2" 128403439
"8363" "ENSG00000144231.6" "chr2" 128603840
"8364" "ENSG00000144233.5" "chr2" 128619204
"8365" "ENSG00000144278.10" "chr2" 154728426
"8366" "ENSG00000144283.17" "chr2" 159313476
"8367" "ENSG00000144285.11" "chr2" 166845670
"8368" "ENSG00000144290.12" "chr2" 162280843
"8369" "ENSG00000144306.9" "chr2" 175260458
"8370" "ENSG00000144320.9" "chr2" 176788620
"8371" "ENSG00000144331.14" "chr2" 180306709
"8372" "ENSG00000144339.7" "chr2" 192813769
"8373" "ENSG00000144354.9" "chr2" 174219548
"8374" "ENSG00000144355.10" "chr2" 172949468
"8375" "ENSG00000144357.12" "chr2" 170683968
"8376" "ENSG00000144362.7" "chr2" 170550975
"8377" "ENSG00000144366.11" "chr2" 189156396
"8378" "ENSG00000144369.8" "chr2" 187558698
"8379" "ENSG00000144381.12" "chr2" 198351305
"8380" "ENSG00000144395.13" "chr2" 197504278
"8381" "ENSG00000144401.10" "chr2" 208445355
"8382" "ENSG00000144406.14" "chr2" 210636717
"8383" "ENSG00000144407.5" "chr2" 209224438
"8384" "ENSG00000144410.4" "chr2" 207804278
"8385" "ENSG00000144426.14" "chr2" 203879602
"8386" "ENSG00000144445.11" "chr2" 210886147
"8387" "ENSG00000144451.14" "chr2" 214149113
"8388" "ENSG00000144452.10" "chr2" 215796266
"8389" "ENSG00000144455.9" "chr3" 3742498
"8390" "ENSG00000144460.10" "chr2" 226265364
"8391" "ENSG00000144468.12" "chr2" 227700297
"8392" "ENSG00000144476.5" "chr2" 237476430
"8393" "ENSG00000144481.12" "chr2" 234826043
"8394" "ENSG00000144485.6" "chr2" 239146908
"8395" "ENSG00000144488.10" "chr2" 239008798
"8396" "ENSG00000144504.11" "chr2" 241418839
"8397" "ENSG00000144524.13" "chr2" 232646381
"8398" "ENSG00000144535.15" "chr2" 232825955
"8399" "ENSG00000144550.8" "chr3" 9745491
"8400" "ENSG00000144554.6" "chr3" 10068098
"8401" "ENSG00000144559.6" "chr3" 11831916
"8402" "ENSG00000144560.9" "chr3" 11597544
"8403" "ENSG00000144566.6" "chr3" 19988571
"8404" "ENSG00000144567.6" "chr2" 220040947
"8405" "ENSG00000144579.3" "chr2" 219262979
"8406" "ENSG00000144580.9" "chr2" 219433303
"8407" "ENSG00000144583.4" "chr2" 217122588
"8408" "ENSG00000144589.16" "chr2" 220462582
"8409" "ENSG00000144591.13" "chr2" 220363589
"8410" "ENSG00000144597.9" "chr3" 15468862
"8411" "ENSG00000144619.10" "chr3" 2140497
"8412" "ENSG00000144635.4" "chr3" 32567463
"8413" "ENSG00000144642.16" "chr3" 29322473
"8414" "ENSG00000144644.10" "chr3" 30767692
"8415" "ENSG00000144645.9" "chr3" 31699382
"8416" "ENSG00000144647.5" "chr3" 43120724
"8417" "ENSG00000144648.10" "chr3" 42846244
"8418" "ENSG00000144649.4" "chr3" 43020759
"8419" "ENSG00000144655.10" "chr3" 39183346
"8420" "ENSG00000144659.6" "chr3" 39424839
"8421" "ENSG00000144668.7" "chr3" 37493606
"8422" "ENSG00000144671.6" "chr3" 38323785
"8423" "ENSG00000144674.12" "chr3" 37284668
"8424" "ENSG00000144677.10" "chr3" 37903451
"8425" "ENSG00000144681.6" "chr3" 36421836
"8426" "ENSG00000144711.9" "chr3" 12938719
"8427" "ENSG00000144712.7" "chr3" 12837971
"8428" "ENSG00000144713.8" "chr3" 12875984
"8429" "ENSG00000144724.14" "chr3" 61547243
"8430" "ENSG00000144730.12" "chr3" 57124010
"8431" "ENSG00000144736.9" "chr3" 72798428
"8432" "ENSG00000144741.13" "chr3" 66119285
"8433" "ENSG00000144744.12" "chr3" 69103881
"8434" "ENSG00000144746.6" "chr3" 69134095
"8435" "ENSG00000144747.10" "chr3" 69068978
"8436" "ENSG00000144749.9" "chr3" 66429221
"8437" "ENSG00000144771.7" "chr3" 54952264
"8438" "ENSG00000144785.4" "chr12" 56679700
"8439" "ENSG00000144791.5" "chr3" 45596886
"8440" "ENSG00000144792.5" "chr3" 44619715
"8441" "ENSG00000144802.7" "chr3" 101546835
"8442" "ENSG00000144810.11" "chr3" 99357319
"8443" "ENSG00000144815.10" "chr3" 101498046
"8444" "ENSG00000144820.3" "chr3" 100328433
"8445" "ENSG00000144821.5" "chr3" 108099216
"8446" "ENSG00000144824.15" "chr3" 111451344
"8447" "ENSG00000144827.4" "chr3" 111697857
"8448" "ENSG00000144834.8" "chr3" 111717511
"8449" "ENSG00000144837.4" "chr3" 119316689
"8450" "ENSG00000144840.4" "chr3" 120405528
"8451" "ENSG00000144843.7" "chr3" 119298115
"8452" "ENSG00000144847.8" "chr3" 118619404
"8453" "ENSG00000144848.6" "chr3" 112251356
"8454" "ENSG00000144852.12" "chr3" 119499331
"8455" "ENSG00000144857.10" "chr3" 112929850
"8456" "ENSG00000144867.7" "chr3" 133502877
"8457" "ENSG00000144868.9" "chr3" 132757235
"8458" "ENSG00000144891.13" "chr3" 148415571
"8459" "ENSG00000144893.8" "chr3" 150803484
"8460" "ENSG00000144895.7" "chr3" 150264465
"8461" "ENSG00000144908.9" "chr3" 125822412
"8462" "ENSG00000144909.7" "chr3" 125247702
"8463" "ENSG00000144935.10" "chr3" 142442916
"8464" "ENSG00000144959.5" "chr3" 172348039
"8465" "ENSG00000144962.6" "chr3" 172607148
"8466" "ENSG00000145002.8" "chr8" 12282913
"8467" "ENSG00000145012.8" "chr3" 187871072
"8468" "ENSG00000145014.13" "chr3" 194308402
"8469" "ENSG00000145016.9" "chr3" 197398264
"8470" "ENSG00000145020.10" "chr3" 49454211
"8471" "ENSG00000145022.4" "chr3" 49449639
"8472" "ENSG00000145029.7" "chr3" 49460379
"8473" "ENSG00000145040.3" "chr3" 48599160
"8474" "ENSG00000145041.11" "chr3" 51433298
"8475" "ENSG00000145050.11" "chr3" 51422478
"8476" "ENSG00000145075.7" "chr3" 180320646
"8477" "ENSG00000145087.8" "chr3" 120626919
"8478" "ENSG00000145088.4" "chr3" 121554030
"8479" "ENSG00000145103.8" "chr3" 121706170
"8480" "ENSG00000145107.11" "chr3" 196042953
"8481" "ENSG00000145113.17" "chr3" 195473636
"8482" "ENSG00000145147.15" "chr4" 20254883
"8483" "ENSG00000145191.7" "chr3" 183852826
"8484" "ENSG00000145192.8" "chr3" 186330712
"8485" "ENSG00000145194.13" "chr3" 183967438
"8486" "ENSG00000145198.10" "chr3" 183948217
"8487" "ENSG00000145216.11" "chr4" 54243810
"8488" "ENSG00000145220.9" "chr4" 4269428
"8489" "ENSG00000145241.6" "chr4" 68337521
"8490" "ENSG00000145242.9" "chr4" 66185281
"8491" "ENSG00000145244.7" "chr4" 47596015
"8492" "ENSG00000145246.9" "chr4" 47487305
"8493" "ENSG00000145247.7" "chr4" 48887036
"8494" "ENSG00000145248.6" "chr4" 48485360
"8495" "ENSG00000145283.7" "chr4" 87744621
"8496" "ENSG00000145284.7" "chr4" 83550692
"8497" "ENSG00000145287.6" "chr4" 84011201
"8498" "ENSG00000145293.10" "chr4" 83351715
"8499" "ENSG00000145309.5" "chr4" 71200683
"8500" "ENSG00000145321.8" "chr4" 72607410
"8501" "ENSG00000145331.9" "chr4" 100467866
"8502" "ENSG00000145332.9" "chr4" 88081255
"8503" "ENSG00000145335.11" "chr4" 90645250
"8504" "ENSG00000145337.4" "chr4" 89442136
"8505" "ENSG00000145348.12" "chr4" 106962756
"8506" "ENSG00000145349.12" "chr4" 114372188
"8507" "ENSG00000145354.5" "chr4" 103790135
"8508" "ENSG00000145358.2" "chr4" 101107027
"8509" "ENSG00000145362.12" "chr4" 113739265
"8510" "ENSG00000145365.10" "chr4" 113195698
"8511" "ENSG00000145375.7" "chr4" 123844229
"8512" "ENSG00000145384.3" "chr4" 120238405
"8513" "ENSG00000145386.5" "chr4" 122737599
"8514" "ENSG00000145388.10" "chr4" 119606523
"8515" "ENSG00000145390.7" "chr4" 120133742
"8516" "ENSG00000145391.9" "chr4" 140417095
"8517" "ENSG00000145414.4" "chr4" 164031225
"8518" "ENSG00000145416.9" "chr4" 164445450
"8519" "ENSG00000145423.4" "chr4" 154701744
"8520" "ENSG00000145425.5" "chr4" 152020725
"8521" "ENSG00000145428.10" "chr4" 154631277
"8522" "ENSG00000145431.6" "chr4" 157681606
"8523" "ENSG00000145439.7" "chr4" 169784921
"8524" "ENSG00000145451.8" "chr4" 175558065
"8525" "ENSG00000145476.11" "chr4" 187112674
"8526" "ENSG00000145491.7" "chr5" 10441636
"8527" "ENSG00000145494.7" "chr5" 1801514
"8528" "ENSG00000145495.10" "chr5" 10353815
"8529" "ENSG00000145526.7" "chr5" 19473060
"8530" "ENSG00000145536.11" "chr5" 5140443
"8531" "ENSG00000145545.7" "chr5" 6633456
"8532" "ENSG00000145555.10" "chr5" 16665395
"8533" "ENSG00000145569.5" "chr5" 14581884
"8534" "ENSG00000145592.9" "chr5" 40825364
"8535" "ENSG00000145604.11" "chr5" 36152091
"8536" "ENSG00000145623.8" "chr5" 38845960
"8537" "ENSG00000145626.7" "chr5" 35951112
"8538" "ENSG00000145632.10" "chr5" 57749809
"8539" "ENSG00000145642.7" "chr5" 63986135
"8540" "ENSG00000145649.7" "chr5" 54398476
"8541" "ENSG00000145675.10" "chr5" 67511548
"8542" "ENSG00000145681.6" "chr5" 82933624
"8543" "ENSG00000145685.9" "chr5" 77781038
"8544" "ENSG00000145687.11" "chr5" 80708840
"8545" "ENSG00000145692.10" "chr5" 78407602
"8546" "ENSG00000145700.5" "chr5" 74364100
"8547" "ENSG00000145703.11" "chr5" 75699074
"8548" "ENSG00000145708.6" "chr5" 76248538
"8549" "ENSG00000145715.10" "chr5" 86563705
"8550" "ENSG00000145721.7" "chr5" 96427574
"8551" "ENSG00000145723.12" "chr5" 102421704
"8552" "ENSG00000145725.15" "chr5" 102455853
"8553" "ENSG00000145730.16" "chr5" 102089685
"8554" "ENSG00000145734.14" "chr5" 70751442
"8555" "ENSG00000145736.10" "chr5" 70330784
"8556" "ENSG00000145740.14" "chr5" 68389473
"8557" "ENSG00000145741.11" "chr5" 72794233
"8558" "ENSG00000145743.11" "chr5" 107194736
"8559" "ENSG00000145757.11" "chr5" 94987885
"8560" "ENSG00000145777.10" "chr5" 110405760
"8561" "ENSG00000145779.7" "chr5" 118604387
"8562" "ENSG00000145780.6" "chr5" 114856608
"8563" "ENSG00000145781.4" "chr5" 115420688
"8564" "ENSG00000145782.8" "chr5" 115163893
"8565" "ENSG00000145794.12" "chr5" 126626523
"8566" "ENSG00000145808.4" "chr5" 128795958
"8567" "ENSG00000145817.12" "chr5" 143537723
"8568" "ENSG00000145819.11" "chr5" 142149949
"8569" "ENSG00000145824.8" "chr5" 134906373
"8570" "ENSG00000145826.4" "chr5" 135257968
"8571" "ENSG00000145832.8" "chr5" 135170338
"8572" "ENSG00000145833.11" "chr5" 134094469
"8573" "ENSG00000145839.1" "chr5" 135227935
"8574" "ENSG00000145850.4" "chr5" 156346293
"8575" "ENSG00000145860.7" "chr5" 158584417
"8576" "ENSG00000145861.7" "chr5" 159774758
"8577" "ENSG00000145863.6" "chr5" 160974069
"8578" "ENSG00000145864.8" "chr5" 160715436
"8579" "ENSG00000145868.12" "chr5" 147763498
"8580" "ENSG00000145879.6" "chr5" 147691982
"8581" "ENSG00000145882.6" "chr5" 148737570
"8582" "ENSG00000145888.6" "chr5" 151202074
"8583" "ENSG00000145901.10" "chr5" 150409506
"8584" "ENSG00000145907.10" "chr5" 151150606
"8585" "ENSG00000145908.8" "chr5" 150273954
"8586" "ENSG00000145911.5" "chr5" 177540444
"8587" "ENSG00000145912.4" "chr5" 177576461
"8588" "ENSG00000145916.14" "chr5" 177557997
"8589" "ENSG00000145919.6" "chr5" 173034517
"8590" "ENSG00000145920.10" "chr5" 175223313
"8591" "ENSG00000145934.11" "chr5" 166711804
"8592" "ENSG00000145936.4" "chr5" 169801675
"8593" "ENSG00000145945.5" "chr6" 3849620
"8594" "ENSG00000145949.8" "chr6" 2663863
"8595" "ENSG00000145965.5" "chr6" 3982909
"8596" "ENSG00000145975.9" "chr6" 4049668
"8597" "ENSG00000145979.13" "chr6" 13266774
"8598" "ENSG00000145982.7" "chr6" 5261277
"8599" "ENSG00000145990.6" "chr6" 13358062
"8600" "ENSG00000145996.7" "chr6" 20534688
"8601" "ENSG00000146005.3" "chr5" 139175406
"8602" "ENSG00000146006.7" "chr5" 138204612
"8603" "ENSG00000146007.6" "chr5" 140078265
"8604" "ENSG00000146013.6" "chr5" 137588068
"8605" "ENSG00000146021.10" "chr5" 136953189
"8606" "ENSG00000146038.7" "chr6" 24171984
"8607" "ENSG00000146039.6" "chr6" 25754927
"8608" "ENSG00000146047.4" "chr6" 25727137
"8609" "ENSG00000146049.1" "chr6" 24357131
"8610" "ENSG00000146066.2" "chr5" 175815748
"8611" "ENSG00000146067.11" "chr5" 176946789
"8612" "ENSG00000146070.12" "chr6" 46671938
"8613" "ENSG00000146072.6" "chr6" 47199268
"8614" "ENSG00000146083.7" "chr5" 175953698
"8615" "ENSG00000146085.7" "chr6" 49398073
"8616" "ENSG00000146090.11" "chr5" 179527795
"8617" "ENSG00000146094.9" "chr5" 176928908
"8618" "ENSG00000146109.3" "chr6" 26597180
"8619" "ENSG00000146112.7" "chr6" 30644166
"8620" "ENSG00000146122.12" "chr6" 39760142
"8621" "ENSG00000146143.13" "chr6" 57179603
"8622" "ENSG00000146147.10" "chr6" 53794780
"8623" "ENSG00000146151.8" "chr6" 55299167
"8624" "ENSG00000146166.12" "chr6" 63985856
"8625" "ENSG00000146192.10" "chr6" 36973422
"8626" "ENSG00000146197.7" "chr6" 35182190
"8627" "ENSG00000146205.9" "chr2" 242127924
"8628" "ENSG00000146215.9" "chr6" 43267448
"8629" "ENSG00000146216.7" "chr6" 43211418
"8630" "ENSG00000146221.8" "chr6" 44246480
"8631" "ENSG00000146223.10" "chr6" 42847356
"8632" "ENSG00000146232.10" "chr6" 44225903
"8633" "ENSG00000146233.3" "chr6" 46517541
"8634" "ENSG00000146242.5" "chr6" 83072923
"8635" "ENSG00000146243.9" "chr6" 79577189
"8636" "ENSG00000146247.13" "chr6" 79645584
"8637" "ENSG00000146250.5" "chr6" 84222194
"8638" "ENSG00000146263.7" "chr6" 97590037
"8639" "ENSG00000146267.11" "chr6" 99719045
"8640" "ENSG00000146276.7" "chr6" 89887220
"8641" "ENSG00000146278.10" "chr6" 89790470
"8642" "ENSG00000146281.5" "chr6" 89855769
"8643" "ENSG00000146282.13" "chr6" 88224096
"8644" "ENSG00000146285.9" "chr6" 108025308
"8645" "ENSG00000146350.9" "chr6" 121400640
"8646" "ENSG00000146352.8" "chr6" 123317116
"8647" "ENSG00000146360.7" "chr6" 110299514
"8648" "ENSG00000146373.12" "chr6" 125283691
"8649" "ENSG00000146374.9" "chr6" 127439749
"8650" "ENSG00000146376.6" "chr6" 129897277
"8651" "ENSG00000146378.5" "chr6" 132938161
"8652" "ENSG00000146383.7" "chr6" 132891461
"8653" "ENSG00000146385.1" "chr6" 132873832
"8654" "ENSG00000146386.7" "chr6" 139349819
"8655" "ENSG00000146399.1" "chr6" 132966123
"8656" "ENSG00000146409.6" "chr6" 133090509
"8657" "ENSG00000146410.7" "chr6" 136552162
"8658" "ENSG00000146411.5" "chr6" 134309835
"8659" "ENSG00000146414.11" "chr6" 146185381
"8660" "ENSG00000146416.12" "chr6" 143381633
"8661" "ENSG00000146425.6" "chr6" 159057506
"8662" "ENSG00000146426.13" "chr6" 155153831
"8663" "ENSG00000146433.8" "chr6" 158957468
"8664" "ENSG00000146453.8" "chr6" 160221298
"8665" "ENSG00000146457.10" "chr6" 160146617
"8666" "ENSG00000146463.7" "chr1" 35734568
"8667" "ENSG00000146469.8" "chr6" 153071933
"8668" "ENSG00000146476.6" "chr6" 151773422
"8669" "ENSG00000146477.4" "chr6" 160769300
"8670" "ENSG00000146521.5" "chr6" 168185217
"8671" "ENSG00000146530.7" "chr7" 12370511
"8672" "ENSG00000146535.9" "chr7" 2767746
"8673" "ENSG00000146540.10" "chr7" 1036622
"8674" "ENSG00000146555.14" "chr7" 3341080
"8675" "ENSG00000146574.11" "chr7" 6833765
"8676" "ENSG00000146576.8" "chr7" 6629648
"8677" "ENSG00000146587.13" "chr7" 5085452
"8678" "ENSG00000146592.12" "chr7" 28338940
"8679" "ENSG00000146618.3" "chr7" 19184405
"8680" "ENSG00000146648.11" "chr7" 55086714
"8681" "ENSG00000146670.5" "chr11" 64833772
"8682" "ENSG00000146674.10" "chr7" 45951949
"8683" "ENSG00000146676.5" "chr7" 44915896
"8684" "ENSG00000146678.5" "chr7" 45927956
"8685" "ENSG00000146700.8" "chr7" 76018651
"8686" "ENSG00000146701.7" "chr7" 75677369
"8687" "ENSG00000146707.10" "chr7" 76239303
"8688" "ENSG00000146729.5" "chr7" 56019486
"8689" "ENSG00000146731.6" "chr7" 56119323
"8690" "ENSG00000146733.9" "chr7" 56078744
"8691" "ENSG00000146755.6" "chr7" 72726535
"8692" "ENSG00000146757.9" "chr7" 64838712
"8693" "ENSG00000146776.10" "chr7" 105245514
"8694" "ENSG00000146802.8" "chr7" 112402437
"8695" "ENSG00000146809.8" "chr7" 123207064
"8696" "ENSG00000146826.10" "chr7" 99752043
"8697" "ENSG00000146828.13" "chr7" 100424442
"8698" "ENSG00000146830.9" "chr7" 100277130
"8699" "ENSG00000146833.11" "chr7" 99474581
"8700" "ENSG00000146834.9" "chr7" 100026413
"8701" "ENSG00000146842.12" "chr7" 129804555
"8702" "ENSG00000146856.10" "chr7" 134671259
"8703" "ENSG00000146857.3" "chr7" 134916731
"8704" "ENSG00000146858.7" "chr7" 138710452
"8705" "ENSG00000146859.6" "chr7" 134832824
"8706" "ENSG00000146872.13" "chr17" 60536019
"8707" "ENSG00000146904.4" "chr7" 143087382
"8708" "ENSG00000146909.3" "chr7" 156742417
"8709" "ENSG00000146910.7" "chr7" 155266901
"8710" "ENSG00000146918.15" "chr7" 158424003
"8711" "ENSG00000146926.6" "chr7" 150872785
"8712" "ENSG00000146938.10" "chrX" 5758678
"8713" "ENSG00000146950.8" "chrX" 9754496
"8714" "ENSG00000146955.6" "chr7" 140103843
"8715" "ENSG00000146963.13" "chr7" 139025105
"8716" "ENSG00000146966.8" "chr7" 140218220
"8717" "ENSG00000147003.5" "chrX" 15645441
"8718" "ENSG00000147010.13" "chrX" 19552093
"8719" "ENSG00000147027.3" "chrX" 34645181
"8720" "ENSG00000147036.7" "chrX" 37430822
"8721" "ENSG00000147041.7" "chrX" 37865835
"8722" "ENSG00000147044.16" "chrX" 41374187
"8723" "ENSG00000147050.10" "chrX" 44732757
"8724" "ENSG00000147059.7" "chrX" 57160963
"8725" "ENSG00000147065.12" "chrX" 64808257
"8726" "ENSG00000147081.10" "chrX" 49955406
"8727" "ENSG00000147082.13" "chrX" 49967364
"8728" "ENSG00000147099.15" "chrX" 71549366
"8729" "ENSG00000147100.5" "chrX" 73641085
"8730" "ENSG00000147113.12" "chrX" 45007619
"8731" "ENSG00000147117.7" "chrX" 47229982
"8732" "ENSG00000147118.6" "chrX" 47834250
"8733" "ENSG00000147119.3" "chrX" 46433219
"8734" "ENSG00000147121.11" "chrX" 46306292
"8735" "ENSG00000147123.10" "chrX" 47001615
"8736" "ENSG00000147124.8" "chrX" 47305278
"8737" "ENSG00000147127.4" "chrX" 69501943
"8738" "ENSG00000147130.10" "chrX" 70459474
"8739" "ENSG00000147133.11" "chrX" 70586114
"8740" "ENSG00000147138.1" "chrX" 78426469
"8741" "ENSG00000147140.11" "chrX" 70503042
"8742" "ENSG00000147144.8" "chrX" 48911101
"8743" "ENSG00000147145.8" "chrX" 78003206
"8744" "ENSG00000147155.6" "chrX" 48379546
"8745" "ENSG00000147160.5" "chrX" 69260392
"8746" "ENSG00000147162.9" "chrX" 70752933
"8747" "ENSG00000147164.7" "chrX" 70279094
"8748" "ENSG00000147166.6" "chrX" 70521584
"8749" "ENSG00000147168.8" "chrX" 70327254
"8750" "ENSG00000147174.7" "chrX" 70798261
"8751" "ENSG00000147180.12" "chrX" 84498997
"8752" "ENSG00000147183.5" "chrX" 88002226
"8753" "ENSG00000147202.13" "chrX" 95939662
"8754" "ENSG00000147206.12" "chrX" 102330738
"8755" "ENSG00000147223.5" "chrX" 106143293
"8756" "ENSG00000147224.6" "chrX" 106871737
"8757" "ENSG00000147231.9" "chrX" 105855160
"8758" "ENSG00000147234.6" "chrX" 106765680
"8759" "ENSG00000147246.5" "chrX" 113818551
"8760" "ENSG00000147251.11" "chrX" 117629861
"8761" "ENSG00000147255.13" "chrX" 130407480
"8762" "ENSG00000147256.6" "chrX" 130192216
"8763" "ENSG00000147257.9" "chrX" 132669773
"8764" "ENSG00000147262.2" "chrX" 129518319
"8765" "ENSG00000147274.10" "chrX" 135930163
"8766" "ENSG00000147316.8" "chr8" 6264113
"8767" "ENSG00000147324.6" "chr8" 8640864
"8768" "ENSG00000147378.7" "chrX" 150884507
"8769" "ENSG00000147380.6" "chrX" 153448107
"8770" "ENSG00000147381.7" "chrX" 151080981
"8771" "ENSG00000147382.14" "chrX" 152853377
"8772" "ENSG00000147383.6" "chrX" 151999511
"8773" "ENSG00000147394.14" "chrX" 152082986
"8774" "ENSG00000147400.8" "chrX" 151995517
"8775" "ENSG00000147402.7" "chrX" 151806637
"8776" "ENSG00000147403.12" "chrX" 153618315
"8777" "ENSG00000147408.10" "chr8" 19261672
"8778" "ENSG00000147416.6" "chr8" 20054878
"8779" "ENSG00000147419.12" "chr8" 27590835
"8780" "ENSG00000147421.13" "chr8" 28747911
"8781" "ENSG00000147432.2" "chr8" 42552519
"8782" "ENSG00000147434.4" "chr8" 42607763
"8783" "ENSG00000147437.5" "chr8" 25276776
"8784" "ENSG00000147439.7" "chr8" 22477931
"8785" "ENSG00000147443.8" "chr8" 21766384
"8786" "ENSG00000147454.9" "chr8" 23386318
"8787" "ENSG00000147457.9" "chr8" 23101150
"8788" "ENSG00000147459.13" "chr8" 25042238
"8789" "ENSG00000147465.7" "chr8" 38001167
"8790" "ENSG00000147471.7" "chr8" 37620111
"8791" "ENSG00000147475.10" "chr8" 37594117
